id_oferta,titulo,quality_score,quality_pct,confidence_score,processing_time_ms,processed_at
1117969068,"Programa de Pasantías 2025/2026 Stellantis - Oficinas Centrales Retiro, CABA",20.0,83.3,1.00,15189,2025-11-23T15:00:44.418935
2162524,Analista de Planeamiento Financiero - Semi Senior - copia,20.0,83.3,1.00,20063,2025-11-23T17:26:46.790805
1117952384,ESPECIALISTA DE PAYROLL,20.0,83.3,1.00,15046,2025-11-23T18:48:44.381702
2162269,Desarrollador Java con Experiencia,20.0,83.3,1.00,14432,2025-11-23T18:56:04.849691
2168029,Access Coordinator,19.0,79.2,1.00,15861,2025-11-22T13:55:44.781018
1118031963,Diseñador Industrial para rubro Muebleria - Boulogne,19.0,79.2,1.00,15555,2025-11-22T15:44:52.458337
1118030719,Ejecutivo/a de PR & Comunicación (Foco Cripto & Tecnología),19.0,79.2,1.00,22688,2025-11-22T16:26:40.886199
1117988380,Agente Inmobiliario - Emprendedor - Ventas (CABA),19.0,79.2,1.00,19717,2025-11-22T17:04:57.239148
1118027492,JEFE DE DEPÓSITO - ZONA TORTUGUITAS,19.0,79.2,1.00,21362,2025-11-22T18:19:50.362783
1118028120,Ingeniero,19.0,79.2,1.00,13351,2025-11-22T18:37:01.494856
1118025808,Gomero con experiencia en mecánica ligera,19.0,79.2,1.00,14749,2025-11-22T19:17:59.461732
1117912303,"484BE Tecnico Electrónico SR / Automatización Industrial Naval / PLC / Scada - Caba, Buenos Aires",19.0,79.2,1.00,25924,2025-11-22T21:01:27.579368
1118021587,Vendedor para el Mercado de Cooperativas Eléctricas,19.0,79.2,1.00,21617,2025-11-22T22:09:25.207412
1118018996,Diseñador Industrial Semi Señor,19.0,79.2,1.00,13754,2025-11-22T23:35:12.444874
1118016327,Coordinador de Ventas Industria B2B - Materiales Eléctricos,19.0,79.2,1.00,16303,2025-11-22T23:59:44.704805
1118016328,Coordinador de Ventas Industria B2B - Materiales Eléctricos,19.0,79.2,1.00,16407,2025-11-23T00:00:01.627628
1118016366,Tecnico/a Electronico/a para Industria Oil&Gas,19.0,79.2,1.00,13072,2025-11-23T00:02:06.814641
2166476,Senior Java Developer (Remote-USD),19.0,79.2,1.00,17969,2025-11-23T00:33:46.579499
2166590,GERENTE COMERCIAL DE CRECIMIENTO (CHIEF GROWTH OFFICER) para,19.0,79.2,1.00,89098,2025-11-23T00:55:59.663486
1118014299,Responsable de Sucursal,19.0,79.2,1.00,18082,2025-11-23T01:55:11.275785
1118014379,Asesor Técnico Comercial p/ganadería zona Santa Fe Córdoba y Entre Ríos.,19.0,79.2,1.00,16229,2025-11-23T01:59:14.299852
1118010785,Gerente Comercial,19.0,79.2,1.00,13188,2025-11-23T03:39:02.862567
2166142,DBA Sr,19.0,79.2,1.00,14211,2025-11-23T03:59:30.744601
1118006272,Ejecutivo/a de Ventas Senior - Real Estate de Alta Gama,19.0,79.2,1.00,14597,2025-11-23T04:11:15.786657
2166024,Personal Limpieza Cocina (Bachero/Steward) - Eventual,19.0,79.2,1.00,13905,2025-11-23T04:35:52.173584
2165934,Científico de datos IA,19.0,79.2,1.00,16777,2025-11-23T05:16:57.476989
1118005213,Líder de Producción (San Martín),19.0,79.2,1.00,12924,2025-11-23T05:29:58.782488
1118006796,Técnico Mecánico / Electromecánico - Zona Oeste GBA,19.0,79.2,1.00,13082,2025-11-23T05:56:14.159312
1117955900,Coordinador/a de Comercial y Marketing para Alto Noa Shopping,19.0,79.2,1.00,16036,2025-11-23T06:04:22.117097
1118005114,Gerente Regional Mendoza – Interior Norte,19.0,79.2,1.00,16876,2025-11-23T06:35:32.391993
1117998670,Ejecutivo de Ventas de Mobiliario Corporativo (con background en Arquitectura/Diseño),19.0,79.2,1.00,17186,2025-11-23T07:40:33.225549
1117983972,COST ANALYST,19.0,79.2,1.00,14173,2025-11-23T11:53:12.750337
1117982784,VoIP Engineer,19.0,79.2,1.00,19085,2025-11-23T12:14:06.639896
1117970795,Analista Desarrollador .Net (Front),19.0,79.2,1.00,18413,2025-11-23T13:46:11.707913
1117947690,Especialista en Automatización y Control,19.0,79.2,1.00,15860,2025-11-23T18:41:07.043066
1118032253,Dibujante Proyectista tecnico,18.0,75.0,1.00,14222,2025-11-22T14:03:15.517915
1118033859,Project Manager - Mix (On Site & Remoto) - Nuñez - 1740,18.0,75.0,1.00,18644,2025-11-22T14:54:57.355064
1118031977,Jefe de Planta - Rubro Plástico - (req199701) - Permanente,18.0,75.0,1.00,14263,2025-11-22T15:45:07.236139
1118031219,Diseñador UX/UI Senior- Contratación Directa- Cobertura Médica,18.0,75.0,1.00,21954,2025-11-22T16:43:58.431316
1118027225,Gestor de Cobranzas telefónicas,18.0,75.0,1.00,19209,2025-11-22T18:07:37.480977
2167263,Project Manager - Mix (On Site & Remoto) - Nuñez - 1740,18.0,75.0,1.00,18618,2025-11-22T18:48:34.612815
1118025890,Oficial de Obras,18.0,75.0,1.00,14840,2025-11-22T19:20:04.288722
1118026347,Abogado/a - Departamento Aduanero y Comercio Exterior,18.0,75.0,1.00,13712,2025-11-22T19:28:47.823468
1118027052,Operaria de Maestranza - Media Jornada,18.0,75.0,1.00,14786,2025-11-22T19:43:08.940773
1118022821,Jefe de Control de Calidad,18.0,75.0,1.00,13010,2025-11-22T20:10:25.716114
1118024942,Project Manager - Mix (On Site & Remoto) - Nuñez - 1740,18.0,75.0,1.00,18343,2025-11-22T20:35:35.590699
1118025163,Analista de calidad,18.0,75.0,1.00,20292,2025-11-22T20:41:04.232939
1118022146,Community manager,18.0,75.0,1.00,23610,2025-11-22T21:15:19.026134
1118023722,Director de Operaciones Logísticas,18.0,75.0,1.00,21358,2025-11-22T21:55:44.268502
2166883,Programador Backend,18.0,75.0,1.00,27212,2025-11-22T22:20:43.815831
1117930376,ESTUDIO CONTABLE BUSCA LIQUIDADOR/A DE SUELDOS SENIOR O SEMISENIOR,18.0,75.0,1.00,21672,2025-11-22T22:24:20.337067
1118020709,Administrativo/a de Operaciones,18.0,75.0,1.00,23109,2025-11-22T22:52:28.496999
1118015456,Ingeniero de Ventas,18.0,75.0,1.00,16373,2025-11-22T23:17:24.804526
1118018428,Camareros/as,18.0,75.0,1.00,12738,2025-11-22T23:23:14.445615
2166414,Empleado P/Depósito art. Limpieza y Perfumería 18/22 años FULL TIME,18.0,75.0,1.00,12963,2025-11-22T23:41:47.680903
1118009395,Jefe de Obra,18.0,75.0,1.00,61921,2025-11-23T01:33:40.473852
2166398,"Asesor/a de Ventas - Seguros de Vida, Retiro e Inversión - San Juan",18.0,75.0,1.00,13725,2025-11-23T02:30:17.706337
2166273,"Asesor/a de Ventas - Seguros de Vida, Retiro e Inversión - Paraná",18.0,75.0,1.00,14003,2025-11-23T03:20:28.839044
1118010588,Software Engineer Fullstack,18.0,75.0,1.00,18057,2025-11-23T03:34:11.222313
2166146,Liquidador y Analista Impositivo de Personas Humanas - ALLARIA - copia,18.0,75.0,1.00,14555,2025-11-23T03:59:59.359325
1118008941,Developer Full Stack SR Logística,18.0,75.0,1.00,16473,2025-11-23T04:15:19.072528
2166029,Sr Backend Engineer (Java o Go),18.0,75.0,1.00,17957,2025-11-23T04:36:26.267817
1118008244,Asesor Comercial Desarrollos Inmobiliarios,18.0,75.0,1.00,13940,2025-11-23T05:07:05.625948
2165700,Sommelier de Vinos,18.0,75.0,1.00,14420,2025-11-23T05:12:53.028899
1117963159,Preventista- Con experiencia en panificados,18.0,75.0,1.00,12755,2025-11-23T05:22:11.476291
1118005752,Administrador/a de Infraestructura Sr,18.0,75.0,1.00,15823,2025-11-23T05:41:02.196820
1118006422,Red Hat OpenShift Engineer on Azure,18.0,75.0,1.00,15654,2025-11-23T05:50:07.709625
2165621,¡Sumate al equipo! Soporte y Liquidación de Sueldos en Tango Gestión,18.0,75.0,1.00,14520,2025-11-23T06:53:31.065445
1118000736,Operador telefónico Turno Tarde (sueldo básico + plan comisional sin tope!),18.0,75.0,1.00,18578,2025-11-23T07:20:49.344643
1117997353,Gerente de Operaciones,18.0,75.0,1.00,16466,2025-11-23T08:23:51.157113
1117994648,Encargado/a de Gestión y Servicios de Taller Automotriz,18.0,75.0,1.00,16363,2025-11-23T08:47:32.366979
2165056,Chofer Colectivo - Zona Caba - 30 a 40 años,18.0,75.0,1.00,13757,2025-11-23T09:40:18.894650
1117933516,Ejecutivo comercial (B2B) de productos tangibles,18.0,75.0,1.00,14947,2025-11-23T09:42:47.732999
1117990457,Analista de Pricing. Costos de Logística y Transporte. Don Torcuato - copia,18.0,75.0,1.00,14514,2025-11-23T09:47:46.760839
1117990065,Operaria de Maestranza - Jornada Completa,18.0,75.0,1.00,14049,2025-11-23T10:29:31.719953
2164716,Joven Profesional Ingeniero Industrial /Químico o similar Empresa Industrial Zona Oeste GBA,18.0,75.0,1.00,13073,2025-11-23T11:06:05.261729
1117985435,Responsable Ecommerce,18.0,75.0,1.00,13530,2025-11-23T11:14:46.432889
1117985456,Analista de calidad- industria alimentos,18.0,75.0,1.00,17376,2025-11-23T11:15:19.619631
1117985804,Asesores de ventas para agencia de viajes,18.0,75.0,1.00,14226,2025-11-23T11:18:33.144751
2164538,Coordinador/a de nuevos Proyectos,18.0,75.0,1.00,15536,2025-11-23T11:34:49.987456
2164561,Analista de Back Office SEMI SR,18.0,75.0,1.00,13687,2025-11-23T11:35:04.189770
1117984257,Jefe de Sistemas - GBA Norte,18.0,75.0,1.00,16896,2025-11-23T11:55:53.804562
1117980120,Técnico Electricista para mantenimiento - Zárate,18.0,75.0,1.00,13556,2025-11-23T12:39:51.429790
1117975714,Project Manager SSr. (Plazo Fijo 12M),18.0,75.0,1.00,17933,2025-11-23T13:22:54.053421
1117976728,Soporte técnico digital,18.0,75.0,1.00,13151,2025-11-23T13:31:42.354964
1117973736,Ingeniero o afines Puesto planificacion y control e la produccion,18.0,75.0,1.00,13829,2025-11-23T13:50:16.516848
1117974492,Líder de Ecommerce,18.0,75.0,1.00,17110,2025-11-23T13:57:58.644163
1117972019,MAESTRO PIZZERO (PIZZA A LA PIEDRA),18.0,75.0,1.00,13036,2025-11-23T14:10:50.871507
2163669,Senior Data Scientist,18.0,75.0,1.00,18603,2025-11-23T14:29:05.930463
1117971783,Vendedor de Mostrador – Rubro Neumáticos,18.0,75.0,1.00,14441,2025-11-23T14:45:02.632744
1117967077,Jefe de Obra - con exp en Conductos Hidraulicos,18.0,75.0,1.00,13945,2025-11-23T15:13:50.940585
1117965286,Ingeniero Electricista,18.0,75.0,1.00,16832,2025-11-23T15:38:01.910823
1117965290,Ingeniero Mecánico,18.0,75.0,1.00,16917,2025-11-23T15:38:19.342777
2163130,Ejecutivo de Ventas para empresa de Telecomunicaciones SSR / SR,18.0,75.0,1.00,15994,2025-11-23T15:47:20.628587
1117955533,648SI Ingeniero Alimentos o Industrial / Coordinador de Producción Empresa Alimenticia - Zona Pilar,18.0,75.0,1.00,14305,2025-11-23T17:17:01.988153
1117954219,Operador Corte por Laser - Diseño Grafico,18.0,75.0,1.00,14275,2025-11-23T18:33:56.498602
1117892320,Técnico Químico para Industria,18.0,75.0,0.95,13713,2025-11-23T18:59:09.350084
1117950892,Sr Backend Engineer (Java Go o Node.js),18.0,75.0,1.00,18875,2025-11-23T19:08:40.258883
1117946225,Coordinador de Inspección de Obra (San Jeronimo),18.0,75.0,1.00,18984,2025-11-23T19:12:00.471131
1118038175,1OES | INGENIERO DE PROYECTO | ZONA SUR | PRESENCIAL,17.0,70.8,1.00,15647,2025-11-22T13:45:59.697104
1118038376,Inspector Técnico de Obra con especialidad en Mecánico / Piping / Montaje,17.0,70.8,1.00,15276,2025-11-22T13:48:54.356569
1118038491,Analista de Ciberseguridad JR,17.0,70.8,1.00,17819,2025-11-22T13:50:40.568742
1118038716,Operador de Perforación,17.0,70.8,1.00,12974,2025-11-22T13:51:22.320913
1118035414,"Analista Contable e Impositivo, Liquidador de Sueldos",17.0,70.8,1.00,14359,2025-11-22T14:07:37.807071
1118035630,Técnico topógrafo,17.0,70.8,1.00,17332,2025-11-22T14:12:42.483578
1118035646,Access Coordinator,17.0,70.8,1.00,15827,2025-11-22T14:12:58.825636
1118035713,Asistente de proyectos IT,17.0,70.8,1.00,16620,2025-11-22T14:14:00.672266
1118035816,Talent Acquisition Latam (Plazo Fijo - 11 meses),17.0,70.8,1.00,16669,2025-11-22T14:15:05.016222
1118037066,Analista de presupuesto y control de gestión,17.0,70.8,1.00,18435,2025-11-22T14:31:51.098507
2167890,Analista SSr de planeamiento financiero,17.0,70.8,1.00,17368,2025-11-22T14:35:01.641307
2167893,Gerente de Finanzas y Administración,17.0,70.8,1.00,15530,2025-11-22T14:35:17.685929
2167919,Desarrollador PHP (Laravel | React) Ssr - Mix (On Site & Remoto) - Nuñez - 1739,17.0,70.8,1.00,16259,2025-11-22T14:36:39.870122
2167925,Data Science (Python IA) - Remoto - 1731,17.0,70.8,1.00,17890,2025-11-22T14:36:58.277498
1118033583,Ejecutiva/o de Cuentas Leisure,17.0,70.8,1.00,17644,2025-11-22T14:48:10.279853
1118033584,Analista de Compras,17.0,70.8,1.00,16838,2025-11-22T14:48:27.631567
1118033693,Analista SSr de planeamiento financiero,17.0,70.8,1.00,17045,2025-11-22T14:52:20.289028
1118033728,Gerente de Administración y Finanzas,17.0,70.8,1.00,15325,2025-11-22T14:52:36.128400
1118033974,Data Science (Python IA) - Remoto - 1731,17.0,70.8,1.00,18759,2025-11-22T14:57:18.977532
1118034491,Tecnico instalador-zona norte,17.0,70.8,1.00,17170,2025-11-22T15:06:54.283183
2167768,Programdor Semi Senior Fullstack,17.0,70.8,1.00,18357,2025-11-22T15:21:48.679941
1118029925,Atención al Cliente / Administrativa,17.0,70.8,1.00,14470,2025-11-22T15:40:31.075370
1118031946,Cotizador/a de Productos Médicos,17.0,70.8,1.00,20544,2025-11-22T15:42:57.253031
1118032180,Programdor Semi Senior Fullstack,17.0,70.8,1.00,18549,2025-11-22T15:54:56.786899
1118032801,Proyectista de instrumentación y control - copia,17.0,70.8,1.00,15983,2025-11-22T16:04:53.223375
1118033045,Analista Sr. de Logística Integral,17.0,70.8,1.00,16714,2025-11-22T16:09:17.894477
1118033460,Supervisor Comercial - Medicina Prepaga,17.0,70.8,1.00,15200,2025-11-22T16:12:48.657465
1117992822,Responsable de Marketing Digital con manejo de Tango y CRM. Zona Sarandí,17.0,70.8,1.00,14231,2025-11-22T16:17:28.269752
1118031247,Tester QA con Automatización Ssr. - Importante Empresa Multinacional,17.0,70.8,1.00,22528,2025-11-22T16:46:29.692344
1118031525,TECNICO EN HEMOTERAPIA SEDE SAN MIGUEL,17.0,70.8,1.00,19762,2025-11-22T16:52:32.136658
1117979527,MECANICO PARA EMPRESA DE TRANSPORTE,17.0,70.8,1.00,20228,2025-11-22T17:04:37.006262
1118025369,Asesor/a Comercial con o sin exp-,17.0,70.8,1.00,22377,2025-11-22T17:06:50.721317
1118025795,Jefe de Operaciones Logísticas,17.0,70.8,1.00,26566,2025-11-22T17:10:52.607950
1118028876,Analista SSr de Comunicación Copywriter,17.0,70.8,1.00,23517,2025-11-22T17:31:18.070526
1118028891,auxiliar contable,17.0,70.8,1.00,19215,2025-11-22T17:32:24.109953
1118028955,Analista Ssr. Planeamiento y Control de Gestión,17.0,70.8,1.00,24613,2025-11-22T17:35:07.156313
1117920767,OPERARIO DE DEPÓSITO,17.0,70.8,1.00,21772,2025-11-22T17:50:13.753574
1117973009,Técnico SERVAUX,17.0,70.8,1.00,27578,2025-11-22T17:53:06.388119
1117977639,Operador telefónico de Cobranzas,17.0,70.8,1.00,19140,2025-11-22T17:54:14.382012
1118023948,District Manager,17.0,70.8,1.00,21428,2025-11-22T17:58:08.772337
1118023991,Técnico Electrónico Sr.,17.0,70.8,1.00,20482,2025-11-22T17:59:34.271540
1118026309,Asesor Comercial Senior,17.0,70.8,1.00,20673,2025-11-22T18:03:21.383316
1118027240,Team Leader Real Estate,17.0,70.8,1.00,21829,2025-11-22T18:09:21.758813
1118027670,Medic / Enfermer / Psicolog / Licenciad en HSE,17.0,70.8,1.00,18527,2025-11-22T18:24:39.332026
1118028066,Desarrollador Fullstack,17.0,70.8,1.00,18905,2025-11-22T18:36:47.638223
1118028376,Analista administrativo/a,17.0,70.8,1.00,17799,2025-11-22T18:41:58.800088
2167324,Data Science (Python IA) - Remoto - 1731,17.0,70.8,1.00,18330,2025-11-22T18:51:54.158106
1117935086,Jefe de ingeniería,17.0,70.8,1.00,15901,2025-11-22T18:56:45.132203
1118022906,Jefe/a de Producción,17.0,70.8,1.00,13797,2025-11-22T19:05:28.605715
1118025641,Coordinador de Obras - copia,17.0,70.8,1.00,14927,2025-11-22T19:10:57.147444
1118025738,Analista Funcional Trainee (Área Contable),17.0,70.8,1.00,13579,2025-11-22T19:15:45.533005
1118026608,Analista Help desk de Microinformática - On site - Rosario - 1735,17.0,70.8,1.00,19211,2025-11-22T19:36:16.350488
1118026826,Desarrollador .NET,17.0,70.8,1.00,17143,2025-11-22T19:39:59.874737
1118026890,Data Science (Python IA) - Remoto - 1731,17.0,70.8,1.00,18833,2025-11-22T19:40:50.034880
2167155,Ingeniero/a en Machine Learning (GCP) - Remoto - AMBA - 1737,17.0,70.8,1.00,19509,2025-11-22T19:52:37.926108
1117921560,Ejecutivo de Cuentas Sr (Rubro Financiero),17.0,70.8,1.00,15155,2025-11-22T19:55:24.130677
1118019788,Preventista Part-Time,17.0,70.8,1.00,12946,2025-11-22T20:05:11.183779
1118021376,Agente de Ventas e-Commerce,17.0,70.8,1.00,16610,2025-11-22T20:09:43.567148
1118023815,Gerente Comercial Plan de Ahorro WAGEN,17.0,70.8,1.00,18386,2025-11-22T20:12:05.693468
1118023879,Diseñador/a Gráfico/a y Marketing - Zona Norte,17.0,70.8,1.00,15815,2025-11-22T20:13:35.188508
1118024190,Asesor Comercial OKM B2B (Vehículos 0 Km / Sector Automotriz).,17.0,70.8,1.00,16282,2025-11-22T20:21:03.638410
1118024690,Programador Full Stack Semi Sr/Sr! Flutter,17.0,70.8,1.00,16241,2025-11-22T20:28:21.302687
1118024734,Ingeniero/a en Machine Learning (GCP) - Remoto - AMBA - 1737,17.0,70.8,1.00,19391,2025-11-22T20:29:26.012686
1118024913,Analista de Compras Sr.,17.0,70.8,1.00,17954,2025-11-22T20:35:02.977548
2167038,Gerente de operaciones,17.0,70.8,1.00,22764,2025-11-22T20:51:26.070127
1117866300,Jefe De Sucursal para Santiago del Estero,17.0,70.8,1.00,22267,2025-11-22T21:00:18.195716
1118022121,Vendedor/a ( Empresa Lider en Diseño de Cortinas Roller),17.0,70.8,1.00,19021,2025-11-22T21:14:28.669049
1118022211,Asesor Técnico,17.0,70.8,1.00,21929,2025-11-22T21:17:26.471819
1118022288,Supervisor de Depósito,17.0,70.8,1.00,23629,2025-11-22T21:20:16.894117
1118022548,Analista de cobranzas,17.0,70.8,1.00,22415,2025-11-22T21:28:10.927305
1118022987,Soporte IT,17.0,70.8,1.00,22010,2025-11-22T21:38:52.445670
1118023088,Dibujante Proyectista de carpinteria metalica,17.0,70.8,1.00,21090,2025-11-22T21:43:48.566178
1118021396,Analista de Impuestos - GLEBA,17.0,70.8,1.00,20381,2025-11-22T22:08:35.457917
2166856,INGENIERO CIVIL,17.0,70.8,1.00,21664,2025-11-22T22:18:09.254339
2166892,Vendedor para Shopping,17.0,70.8,1.00,19627,2025-11-22T22:21:45.740977
1118017195,TL Mobile (Córdoba-Híbrido),17.0,70.8,1.00,19820,2025-11-22T22:30:54.067906
1118021008,Auditor Interno - Consultoría,17.0,70.8,1.00,19402,2025-11-22T23:01:48.192485
1118021080,Comprador,17.0,70.8,1.00,15608,2025-11-22T23:02:36.367994
2166531,Gestor/a Médico/a - Medicina Laboral,17.0,70.8,1.00,12822,2025-11-22T23:05:40.977570
2166739,Analista de Finanzas con SAP (Petrolera Martinez),17.0,70.8,1.00,12993,2025-11-22T23:08:22.366673
2166779,Vendedor para Shopping,17.0,70.8,1.00,13970,2025-11-22T23:09:04.845056
1118018273,Contador,17.0,70.8,1.00,13414,2025-11-22T23:20:42.864250
1118018467,ASESOR EN PLANIFICACIÓN FINANCIERA MERCADO DE SEGUROS E INVERSIONES,17.0,70.8,1.00,12909,2025-11-22T23:24:11.960286
1118018574,GERENTE COMERCIAL EN CORDOBA,17.0,70.8,1.00,13903,2025-11-22T23:25:47.339699
2166673,Devops Engineer - Remoto - 1729,17.0,70.8,1.00,25706,2025-11-22T23:45:28.849511
1118016568,Semi Senior Billing Analyst,17.0,70.8,1.00,16343,2025-11-23T00:08:33.486033
1118016924,Analista de Abastecimiento. (supply chain),17.0,70.8,1.00,16855,2025-11-23T00:15:00.709060
1118017123,Analista de Redes y Telecomunicaciones,17.0,70.8,1.00,17956,2025-11-23T00:20:39.750631
2166559,Analista de Procesos y Mejora Continua - ALUAR (San Fernando),17.0,70.8,1.00,73588,2025-11-23T00:48:02.207647
1117920942,Ejecutivo Comercial,17.0,70.8,1.00,66216,2025-11-23T01:05:09.738012
1117979589,Jefe de Infraestructura y servicios internos - Reconocida Empresa CABA,17.0,70.8,1.00,72892,2025-11-23T01:17:00.815465
1118010563,Proyectista Junior: diseñar y costear proyectos de infraestructura en redes de datos y eléctricas,17.0,70.8,1.00,62929,2025-11-23T01:45:38.418024
1118012188,CMO – Chief Marketing Officer / Director de Marketing,17.0,70.8,1.00,19107,2025-11-23T01:51:32.761742
1118014390,Electromecanico - CABA,17.0,70.8,1.00,15784,2025-11-23T01:59:46.130967
1118014731,Contador Ssr,17.0,70.8,1.00,14970,2025-11-23T02:03:36.522858
1118014998,Gerente Comercial y de Desarrollo de Nuevos Negocios (Proyectos Industriales/Logística),17.0,70.8,1.00,22595,2025-11-23T02:08:39.573510
1118015555,Ingeniero de procesos productivos - Campana,17.0,70.8,1.00,13899,2025-11-23T02:18:38.546644
1118015717,Contador/a Publico,17.0,70.8,1.00,16672,2025-11-23T02:21:17.301602
2166359,Desarrollador de Sistemas de Automatización Ssr,17.0,70.8,1.00,13833,2025-11-23T02:29:01.496789
