id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,scrapeado_en,fuente,search_term_usado,experiencia_min_anios,experiencia_max_anios,experiencia_area,nivel_educativo,estado_educativo,carrera_especifica,titulo_excluyente,idioma_principal,nivel_idioma_principal,idioma_secundario,nivel_idioma_secundario,skills_tecnicas_list,niveles_skills_list,soft_skills_list,certificaciones_list,salario_min,salario_max,moneda,beneficios_list,requisitos_excluyentes_list,requisitos_deseables_list,jornada_laboral,horario_flexible,nlp_extraction_timestamp,nlp_version,nlp_confidence_score
in-591c2631e66e2a42,indeed,https://www.indeed.com/viewjob?jk=591c2631e66e2a42,http://www.indeed.com/job/oficinista-12-guaynabo-591c2631e66e2a42,Oficinista $12 (Guaynabo),"Caribbean Temporary Services, LLC.","Guaynabo, PR, US",1761177600000,fulltime,,hourly,,,USD,False,,,,,"***¿BUSCAS EMPLEO DE OFICINISTA? ¡Aplica hoy y se parte de la gran familia de CTS***

***Pueblo: Guaynabo***

**Requisitos**

* Grado Universitario completado
* Manejo de MS Office
* Experiencia en facturación
* Experiencia en preferible en la banca hipotecaria, específicamente en mensura de terreno
* Excelentes destrezas de comunicación verbal y escritas
* Bilingue

**Horario:** Lunes a viernes (8:30am\-5:30pm) Debe tener disponibilidad de trabajar algunos sábados, según necesidad del negocio.

**Salario:** $12\.00 por hora

**\*\* Beneficios \*\***

* Pago semanal
* Bono de navidad (si cualifica)
* Acumulación de vacaciones/ enfermedad según aplique

***Patrono con igualdad de oportunidades en el empleo \*\*EEO\*\****

***Equality Employment Opportunity \*\*EEO\*\* Affirmative Action for Minorities/Females/ Veterans/ People with disabilities. Employer with E\-Verify to verify the elegibility of employment of all the new employees.***

***We encourage Females, Veterans and Disabled to Apply.***

Job Type: Full\-time

Pay: $12\.00 per hour

Expected hours: 40 per week

Work Location: In person",,"https://www.indeed.com/cmp/Caribbean-Temporary-Services,-Llc.-3",,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,facturación,,,,,,,,,['office'],,,,,,,,,,,,2025-10-25T13:51:08.591048,1.0.0,0.171
in-7040ab24df0c6467,indeed,https://www.indeed.com/viewjob?jk=7040ab24df0c6467,http://www.indeed.com/job/asistente-acad%C3%A9mico-recreativo-7040ab24df0c6467,Asistente Académico-Recreativo,VAMGPR,"San Juan, PR, US",1761177600000,"parttime, fulltime",,hourly,,,USD,False,,,,,"El asistente de maestro se encarga de aplicar prepruebas y pospruebas, inventariar libretas y asegurar el cumplimiento de asignaciones. Supervisa tareas asignadas por el maestro, completa bitácoras diarias y reportes semanales en el sistema del proyecto, cuya entrega tardía puede acarrear sanciones. Acompaña a los estudiantes en giras y apoya en el control de grupo y el mantenimiento de las instalaciones. Solicita y cuida materiales con antelación, reporta ausencias o contratiempos, y colabora en la recopilación de notas durante matrículas y evaluaciones. También realiza otras tareas según las indicaciones del coordinador.

Job Types: Full\-time, Part\-time

Pay: $15\.00 per hour

Benefits:

* Employee assistance program

Work Location: In person",,https://www.indeed.com/cmp/Vamgpr,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,completo,,,,,,,,,,,,,,,,,,,2025-10-25T13:51:08.593129,1.0.0,0.086
in-7225c5c1b01b876e,indeed,https://www.indeed.com/viewjob?jk=7225c5c1b01b876e,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=aa4140e0-00da-418b-a0e8-527c6d568909&ccId=19000101_000001&jobId=534135&source=IN&lang=en_US,Pharmacy Technician Purchasing Agent,Alivia Health,"Guaynabo, PR, US",1761177600000,fulltime,,,,,,False,,,,,"**JOB SUMMARY \& RESPONSABILITIES:**


The Pharmacy Technician Purchasing Agent has the responsibility of maintaining adequate inventory levels, adding new drugs to the system, removing expired drugs from the prescription area, among other responsibilities.

**Responsibilities include, but are not limited to the following:**

* Assist the pharmacist in maintaining the pharmacy's inventory.
* Responsible for the annual inventory.
* Monthly monitoring of high movement drug inventory.
* Responsible for generating the daily purchases of medications and supplies for the pharmacy.
* Responsible for receiving and updating the merchandise in the electronic system.
* Assist the pharmacist in obtaining necessary information related to compliance processes; such as new drugs.
* Create new drugs in the electronic system under the supervision of the pharmacist in charge.
* Follow\-up and documentation on withdrawn drugs (Drug Recall). Assist the pharmacist with the established pharmacy process.
* Follow\-up and withdrawal of expired drug inventory. Follow\-up with the contracted company for expired pickup. Maintain record.
* Monitor, communicate and update list of missing drugs (Backorders). Maintain record.
* Monitor and communicate in advance lack of inventory for those cases where delivery will be affected for the next day.
* Complete government plan patient cost form.
* Assist case management, billing, and/or audit department with requests for medication costs related to claims.
* Assist the pharmacist in the tasks of the Pharmacy Department (prescription area) according to the policies and procedures of the company.
* Assist new pharmacy technicians in the training of prescription area operations related to inventory management.
* Model and promote excellent patient service, a respectful working environment, and teamwork.
* Handle phone calls from patients and/or doctors that do not require pharmacist intervention.
* Assist in the management of cleanliness and neatness of the prescription area, prescription filing, appropriate storage of medications, and other tasks assigned by the Pharmacist Regent.
* Responsibly comply with all company policies and procedures.

 **REQUIRED PROFESSIONAL EXPERIENCE \& PROFESSIONAL COMPETENCIES:**

**Education and Experience:**

* Associate degree in pharmacy technician.
* Pharmacy Technician License.
* Registration Certificate.
* Minimum of 6 months of experience in community pharmacy.

 **Required Skills:**

* Willingness to work holidays and weekends.
* Ability to resolve matters with purpose and a sense of urgency.
* Ability to preserve the confidentiality of patient and company information.
* Commitment to patient service.
* Ability to organize and prioritize multiple tasks.
* Good math skills; counting medications, weighing, measures and pharmaceutical calculations.
* Excellent oral communication skills.
* Ability to handle stressful situations and maintain calm.
* Ability to handle multiple tasks for long periods of work.
* Proficient knowledge in computer management, pharmacy systems, and inventory management.

 **PHYSICAL REQUIREMENTS:**

* Remain in a seated position for most of the working day.
* The employee must be able to speak, listen, see and must be able to grasp objects, as well as go up or down stairs.
* Visual acuity is necessary to be able to collate and validate the information from purchases and inventory management. Also to be able to use a computer terminal.
* Operate recurrently a computer and other office equipment (eg. Calculator, photocopier, document printer). The use of the hands (in particular the fingers) is necessary for the proper and efficient use of the computer.
* Availability to work for long periods.
* Able to lift a minimum weight of 10\-15 pounds.

 **EEO STATEMENT:**


Alivia Health, LLC is an Equal Employment Opportunity employer and does not discriminate in employment opportunities or practices on the basis of race, creed, color, religion, sex, national origin, nationality, ancestry, age, disability or status as a disabled veteran or veteran of the Vietnam era, pregnancy, affectional or sexual orientation, gender identity or expression, marital status, status with regard to public assistance, veteran status, citizenship or membership in any other legally protected class.",,https://www.indeed.com/cmp/Alivia-Health,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,terciario,,,False,,,,,"['go', 'office']",,,,,,,,"['REQUIRED PROFESSIONAL EXPERIENCE \\& PROFESSIONAL COMPETENCIES:', 'Required Skills:']",,,,2025-10-25T13:51:08.602677,1.0.0,0.271
in-7ce55f98d19f7410,indeed,https://www.indeed.com/viewjob?jk=7ce55f98d19f7410,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=aa4140e0-00da-418b-a0e8-527c6d568909&ccId=19000101_000001&jobId=534135&source=IN&lang=es_US,PHARMACY TECHNICIAN PURCHASING AGENT,Alivia Health,"Guaynabo, PR, US",1761177600000,,,,,,,False,,,,,"**JOB SUMMARY \& RESPONSABILITIES:**


The Pharmacy Technician Purchasing Agent has the responsibility of maintaining adequate inventory levels, adding new drugs to the system, removing expired drugs from the prescription area, among other responsibilities.

**Responsibilities include, but are not limited to the following:**

* Assist the pharmacist in maintaining the pharmacy's inventory.
* Responsible for the annual inventory.
* Monthly monitoring of high movement drug inventory.
* Responsible for generating the daily purchases of medications and supplies for the pharmacy.
* Responsible for receiving and updating the merchandise in the electronic system.
* Assist the pharmacist in obtaining necessary information related to compliance processes; such as new drugs.
* Create new drugs in the electronic system under the supervision of the pharmacist in charge.
* Follow\-up and documentation on withdrawn drugs (Drug Recall). Assist the pharmacist with the established pharmacy process.
* Follow\-up and withdrawal of expired drug inventory. Follow\-up with the contracted company for expired pickup. Maintain record.
* Monitor, communicate and update list of missing drugs (Backorders). Maintain record.
* Monitor and communicate in advance lack of inventory for those cases where delivery will be affected for the next day.
* Complete government plan patient cost form.
* Assist case management, billing, and/or audit department with requests for medication costs related to claims.
* Assist the pharmacist in the tasks of the Pharmacy Department (prescription area) according to the policies and procedures of the company.
* Assist new pharmacy technicians in the training of prescription area operations related to inventory management.
* Model and promote excellent patient service, a respectful working environment, and teamwork.
* Handle phone calls from patients and/or doctors that do not require pharmacist intervention.
* Assist in the management of cleanliness and neatness of the prescription area, prescription filing, appropriate storage of medications, and other tasks assigned by the Pharmacist Regent.
* Responsibly comply with all company policies and procedures.

 **REQUIRED PROFESSIONAL EXPERIENCE \& PROFESSIONAL COMPETENCIES:**

**Education and Experience:**

* Associate degree in pharmacy technician.
* Pharmacy Technician License.
* Registration Certificate.
* Minimum of 6 months of experience in community pharmacy.

 **Required Skills:**

* Willingness to work holidays and weekends.
* Ability to resolve matters with purpose and a sense of urgency.
* Ability to preserve the confidentiality of patient and company information.
* Commitment to patient service.
* Ability to organize and prioritize multiple tasks.
* Good math skills; counting medications, weighing, measures and pharmaceutical calculations.
* Excellent oral communication skills.
* Ability to handle stressful situations and maintain calm.
* Ability to handle multiple tasks for long periods of work.
* Proficient knowledge in computer management, pharmacy systems, and inventory management.

 **PHYSICAL REQUIREMENTS:**

* Remain in a seated position for most of the working day.
* The employee must be able to speak, listen, see and must be able to grasp objects, as well as go up or down stairs.
* Visual acuity is necessary to be able to collate and validate the information from purchases and inventory management. Also to be able to use a computer terminal.
* Operate recurrently a computer and other office equipment (eg. Calculator, photocopier, document printer). The use of the hands (in particular the fingers) is necessary for the proper and efficient use of the computer.
* Availability to work for long periods.
* Able to lift a minimum weight of 10\-15 pounds.

 **EEO STATEMENT:**


Alivia Health, LLC is an Equal Employment Opportunity employer and does not discriminate in employment opportunities or practices on the basis of race, creed, color, religion, sex, national origin, nationality, ancestry, age, disability or status as a disabled veteran or veteran of the Vietnam era, pregnancy, affectional or sexual orientation, gender identity or expression, marital status, status with regard to public assistance, veteran status, citizenship or membership in any other legally protected class.",,https://www.indeed.com/cmp/Alivia-Health,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,terciario,,,False,,,,,"['go', 'office']",,,,,,,,"['REQUIRED PROFESSIONAL EXPERIENCE \\& PROFESSIONAL COMPETENCIES:', 'Required Skills:']",,,,2025-10-25T13:51:08.612344,1.0.0,0.271
in-8ebe949588b01fd4,indeed,https://www.indeed.com/viewjob?jk=8ebe949588b01fd4,http://www.indeed.com/job/call-floater-substitute-teacher-k12-elementary-focus-8ebe949588b01fd4,On Call Floater Substitute Teacher (K–12) – Elementary Focus,"Techno Inventors, Inc.","San Juan, PR, US",1761177600000,perdiem,direct_data,hourly,11.0,15.0,USD,False,,,,,"eSTREAM Academy is seeking a flexible and experienced On Call Floater Substitue Teacher to support classrooms across K–12, with an emphasis on elemenatary grades. In this role, you will ensure continuity of learning, maintain a positive classroom environment, and adapt to different subjects and grade levels as needed.

**Responsibilities:**

* Deliver lesson plans or create age\-appropriate instructional activities.
* Maintain a safe, organized, and engaging learning environment.
* Support students’ academic and social development.
* Communicate and collaborate with staff and administration.
* Supervise students during transitions and other assigned duties.
* Provide feedback on classroom progress.

**Qualifications:**

* Associate’s degree in Education or related field required.
* Valid teaching certification or substitute teaching permit preferred.
* Minimum 2 years of teaching or substitute experience, preferably in elementary grades.
* Strong classroom management, communication, and organizational skills.
* Flexible, dependable, and passionate about supporting student growth.

Pay: $11\.00 \- $15\.00 per hour

Benefits:

* Flexible schedule

Work Location: In person",,"https://www.indeed.com/cmp/Techno-Inventors,-Inc.-1",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/146970b7c927ff37bc1cc4e15b694939,https://technoinventors.com,"55 Alhambra
San Juan, P.R. 00917",11 to 50,,Techno Inventors is a Non Profit Organization with more than 17 years established in Puerto Rico with Florida and Mexico offerings. Dedicated to empowering the next generation through modern education,,,,,,,2025-10-23T14:14:38.441697,indeed,,2.0,,,terciario,,,False,,,,,,,,,,,,,['Associate’s degree in Education or related field required.'],['Valid teaching certification or substitute teaching permit preferred.'],,True,2025-10-25T13:51:08.615641,1.0.0,0.314
in-cd50ee08f1787a77,indeed,https://www.indeed.com/viewjob?jk=cd50ee08f1787a77,http://www.indeed.com/job/train-trainer-cd50ee08f1787a77,Train the Trainer,BMA Group,"Guaynabo, PR, US",1761177600000,fulltime,,,,,,False,,,,,"**Resumen del Puesto:**

Buscamos un profesional proactivo y orientado al servicio para el rol de **Train the Trainer**, quien será responsable de brindar adiestramientos clave (como seguridad, GMP, manejo de montacargas, entre otros), orientar nuevos empleados, y servir de enlace directo entre BMA Group y sus clientes. Esta posición requiere visitas frecuentes a clientes para asegurar el cumplimiento, apoyar en mejoras de procesos y garantizar el desarrollo continuo del personal.

**Responsabilidades Principales:**

* Ofrecer adiestramientos presenciales o virtuales en temas como seguridad ocupacional, GMP, uso de montacargas, y otros requeridos.
* Realizar orientaciones de integración para nuevos empleados.
* Monitorear desempeño en planta, realizar re\-adiestramientos según necesidad y documentar desviaciones.
* Mantener actualizada la plataforma de adiestramientos y los expedientes de licencias y certificaciones.
* Realizar visitas periódicas a clientes para evaluar cumplimiento, apoyar iniciativas de mejora continua y reforzar buenas prácticas.
* Documentar toda gestión y generar informes semanales y/o mensuales según establecido.
* Servir como punto de contacto principal entre BMA Group y sus clientes en temas de adiestramiento, cumplimiento y desarrollo de talento.

**Requisitos del Puesto:**

* Grado Asociado o Bachillerato en Recursos Humanos, Seguridad Industrial, Educación, o campo relacionado.
* Experiencia previa brindando adiestramientos en entornos industriales o de manufactura.
* Conocimiento de GMP, OSHA, manejo de montacargas y normas de seguridad.
* Excelentes destrezas de comunicación, liderazgo y organización.
* Dominio de herramientas digitales para registro y gestión de entrenamientos (Microsoft Office, LMS, etc.).
* Disponibilidad para viajar a distintas localidades de clientes y trabajar turnos flexibles si requerido.
* Bilingüe (español/inglés) – preferido.

Job Type: Full\-time

Benefits:

* Health insurance
* Paid time off

Work Location: In person",,https://www.indeed.com/cmp/Bma-Group-fe82937f,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/de675822603ad995b4b43174feac9fd0,https://bmagroupglobal.com/,,,,We are a business and talent consulting firm that provides a variety of innovative business solutions to help organizations thrive in today’s ever-evolving global marketplace.,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,ingles,bilingue,,,['office'],,"['liderazgo', 'proactivo', 'iniciativa', 'organización']",,,,,,,,,,2025-10-25T13:51:08.620150,1.0.0,0.271
in-88cec4ea68ab7a11,indeed,https://www.indeed.com/viewjob?jk=88cec4ea68ab7a11,http://www.indeed.com/job/dishwasher-88cec4ea68ab7a11,Dishwasher,"Store Management System, LLC.","Humacao, PR, US",1761177600000,parttime,,hourly,,,USD,False,,,,,"***Supermercados Econo de Humacao*** *busca Dishwasher.*

**Naturaleza del Puesto:** El ocupante del puesto a Dishwasher se encarga de la limpieza y el saneamiento de las maquinarias y utensilios del departamento de cafetería, así como de todas las áreas de este.

**Conocimientos y habilidades:**

* Buena presencia, organizado(a) y/o orientado(a) al servicio al cliente.
* Trabajar mediante programas o planes de trabajo.
* Habilidad para escuchar, hablar y mantener conversaciones efectivas.
* Habilidad para transmitir información y orientar a clientes.
* Capacidad para resolver problemas rutinarios.
* Habilidad para mantener una relación cordial y efectiva.
* Atento al detalle y confiable.

**Experiencia:** experiencia mínima de 3 meses área de mantenimeinto o limpieza .

**Preparación Académica:** Diploma de Cuarto Año.

**Condiciones:**

* Disponibilidad para trabajar turnos rotativos.
* Dispuesto(a) a trabajar fines de semanas y días festivos.
* Dispuesto(a) a realizar tareas múltiples.
* Cumplir con las normas y reglas de la empresa.
* Capacidad para levantar peso hasta 10 libras.
* Reportar todo accidente de clientes, empleados y visitantes.

**\*\*\*Oportunidad de desarrollo y crecimiento profesional\*\*\***

**\*\*\*Patrono con Igualdad de Oportunidades de Empleo (EEOC)\*\*\***

Tipo de puesto: Medio tiempo

Sueldo: $10\.50 la hora

Disponibilidad de turnos:

* Turno diurno (Obligatorio)
* Turno nocturno (Obligatorio)

Lugar de trabajo: Empleo presencial",,"https://www.indeed.com/cmp/Store-Management-System,-Llc.",,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,,,,,,,,,,,,,,,,"['Turno diurno (Obligatorio)', '* Turno nocturno (Obligatorio)']",,part_time,,2025-10-25T13:51:08.623423,1.0.0,0.229
in-464bc073b2456e31,indeed,https://www.indeed.com/viewjob?jk=464bc073b2456e31,http://www.indeed.com/job/team-leader-%C3%A1rea-de-producci%C3%B3n-464bc073b2456e31,Team Leader (Área de Producción),Gascó Industrial,"Gurabo, PR, US",1761177600000,"parttime, fulltime",,hourly,,,USD,False,,,,irodriguez@gascoindustrial.com,"**Título del puesto:**  
**Team Leader – Área de Producción (Fábrica)**

**Compañía:**  
Gascó Industrial  
Gurabo / Puerto Rico

**Descripción del puesto:**  
En Gascó Industrial estamos en búsqueda de un **Team Leader para el área de producción**, con excelentes habilidades de **liderazgo, disciplina y manejo de personal**. Esta posición requiere una persona que pueda supervisar equipos de trabajo, garantizar el cumplimiento de metas diarias y mantener las normas de seguridad, calidad e inocuidad establecidas por la empresa.

**Responsabilidades principales:**

* Supervisar y coordinar al equipo de producción.
* Asignar tareas y asegurar el cumplimiento de tiempos y estándares de calidad.
* Fomentar la disciplina, el respeto y el trabajo en equipo.
* Asegurar el cumplimiento de normas de seguridad, higiene y procedimientos operacionales.
* Reportar incidencias al área de Recursos Humanos o Supervisión.
* Apoyar en el entrenamiento de nuevos empleados.

**Requisitos:**

* Experiencia previa en manufactura o línea de producción (preferible).
* Experiencia como Team Leader, Supervisor o rol similar.
* Habilidad para dirigir equipos con respeto y firmeza.
* Comunicación efectiva y manejo de conflictos.
* Disponibilidad para trabajar turnos rotativos si es necesario.

**Detalles del empleo:**  
Ubicación: Gurabo, Puerto Rico  
Industria: Manufactura / Producción  
Modalidad: Presencial  
**Sueldo: a discutir en entrevista**  
Horario: Tiempo completo

**Cómo aplicar:**  
Interesados pueden enviar su resumé o solicitar directamente por Indeed. También pueden comunicarse con Recursos Humanos para coordinar entrevista irodriguez@gascoindustrial.com 787\-737\-4000

Tipo de puesto: Tiempo completo, Medio tiempo

Sueldo: A partir de $10\.95 la hora

Horas previstas: 40 por semana

Beneficios:

* Paid time off

Lugar de trabajo: Empleo presencial",,https://www.indeed.com/cmp/Gasc%C3%B3-Industrial,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,,completo,,,,,,,,,"['trabajo en equipo', 'comunicación efectiva', 'liderazgo']",,,,,,,,full_time,,2025-10-25T13:51:08.627438,1.0.0,0.214
in-0e0745719bd091ec,indeed,https://www.indeed.com/viewjob?jk=0e0745719bd091ec,http://www.indeed.com/job/room-attendanthousekeeping-0e0745719bd091ec,Room Attendant/Housekeeping,San Juan Airport Hotel,"San Juan, PR, US",1761177600000,"parttime, contract",direct_data,hourly,19.0,24.0,USD,False,,,,,"We are looking for a Room Attendant to join our team and provide excellent customer service to our hotel guests. Room attendant responsibilities include changing towels, making beds and cleaning bathrooms. You will address clients’ queries and make sure our rooms are fully\-stocked, clean and inviting at all times. If you’re interesting in kickstarting your career in the hotel industry, we’d like to meet you. Ultimately, you will ensure a pleasant and comfortable experience for our guests during their stay with us.

**Responsibilities**

* Change bed linen and make beds
* Replace used towels
* Sweep and mop floors
* Vacuum carpets
* Dust furniture
* Replenish bath care products (e.g. soap and shampoo)
* Restock beverages and food items in the mini\-bar
* Clean public areas, like corridors
* Report any technical issues and maintenance needs
* Address guests’ queries (e.g. on additional services)
* Help guests retrieve lost items
* Ensure all assigned rooms are clean and tidy by the end of the shift
* Follow hotel security guidelines

**Skills**

* Work experience as a Room Attendant or Maid
* Good physical health and stamina
* Flexibility to work in shifts
* Ability to work with little or no supervision while meeting high\-performance standards
* Excellent organization skills
* Ability to follow instructions
* High school diploma is a plus

Job Types: Part\-time, Contract

Pay: $19\.95 \- $24\.02 per hour

License/Certification:

* Driver's License (Preferred)

Work Location: In person",Restaurants Travel And Leisure,https://www.indeed.com/cmp/SAN-Juan-Airport-Hotel-2,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,secundario,,,False,,,,,,,,,,,,,,"['High school diploma is a plus', ""* Driver's License (Preferred)""]",,,2025-10-25T13:51:08.631688,1.0.0,0.171
in-27b5a9cb25d085b6,indeed,https://www.indeed.com/viewjob?jk=27b5a9cb25d085b6,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001158851306&c=1153251&d=PepBoysCareerSite&rb=INDEED&idUnique=5001158851306,Automotive Customer Service Advisor,,"Caguas, PR, US",1761177600000,,direct_data,hourly,10.0,16.0,USD,False,,,,,"**Position Summary**



Contribute to the growth of the organization across all lines of business through customer engagement, expert product and service knowledge, follow\-up, and follow through at the service desk, on the sales floor, and at the register.


**Duties \& Responsibilities**

* First point of contact for customers on the phone and in the store. Responsible for engaging customers, scheduling appointments, building trust, understanding needs, communicating processes and timelines, and selling parts and service that make the customer's car run at peak efficiency; adheres to Company Customer Care standards to meet customer expectations.
* Responsible for the organization and productivity of the service business through work order and register transactions, thorough vehicle inspections, and service and replacement part knowledge.
* Under the direction of Management, assists in various aspects of customer care, work order and register assistance, facility maintenance, and Outside Purchase (OP) ordering.
* Follow all policies and procedures related to cash, credit, check, refund and return policies. Works with the management team to react to customer service issues, customer complaints, and/or business opportunities.
* Conduct and participate in routine express automotive services, including tire mounting, balancing, rotations, and repair; oil changes, fluid top\-offs, lubrications, filter and bulb replacement; battery installation, starting and charging system testing; cosmetic car services, and thorough vehicle inspection.
* Primary driving force behind the implementation and constant execution of safety procedures, ensuring wheel torque and oil/fluid services are performed per standard operating procedure directives.
* Partner with Management to produce a safe and health work environment that complies with all local, state, and federal laws, as well as with company policies and procedures.
* Effectively communicate with all associates, management, and customers; interprets and retains information and applies knowledge appropriately.
* In designated locations, may be a secondary key carrier responsible for basic and detailed opening and closing responsibilities.
* Maintain an organized and neat shop.
* Adhere to all company policies, procedures, safety and environmental rules.
* Other duties as assigned.


**Knowledge, Skills, and Abilities**


* High school diploma or equivalent required.
* Valid Driver's License.
* One year of related experience in the automotive service environment.
* One year of sales experience preferred.
* Must have basic knowledge and understanding of mathematical concepts such as addition, subtraction, multiplication, division, percentages, and fractions. Ability to apply mathematical formulas to calculate commissions and discounts.
* Strong verbal communication skills.
* Strong customer service skills.
* Ability to work Days, Nights, Weekends, Holidays.

  

  

**Physical Demands/Work Environment**



The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.


The characteristics described here are representative of those an employee encounters while performing the essential functions of this job.


**Physical Demands**


* Must be able to frequently lift, carry, and place merchandise and supplies up to 50 pounds without assistance.
* Frequent standing and walking for long periods of time.
* Frequent reaching overhead and below the knees, including squatting, bending, stooping, kneeling, twisting.
* Climb up and down ladders to retrieve and stock merchandise.
* Communicate effectively in person, by telephone, or by using telecommunications equipment.
* Enters and locates information on computer.
* Presents information to small and large groups.
* Visually verifies information, often in small print.
* Safely operates a motor vehicle.


**Benefits**
* Medical, dental, and vision benefits
* Life insurance
* Short Term Disability
* Supplemental benefits
* 401(k) with company match
* PTO and holiday pay
* On\-demand pay partner (DailyPay)
* Reduced benefits available for part\-time team members

**Pay Range**
* $10\.80 to $16\.20 per hour based on experience
* Sales commission
* Flat Rate on labor hours produced
***All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.***",,,,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,,secundario,,,False,,,,,"['react', 'express']",,,,,,,,"['High school diploma or equivalent required.', 'Must have basic knowledge and understanding of mathematical concepts such as addition, subtraction, multiplication, division, percentages, and fractions. Ability to apply mathematical formulas to calculate commissions and discounts.']",['One year of sales experience preferred.'],,,2025-10-25T13:51:08.642013,1.0.0,0.314
in-e6282345b091c25d,indeed,https://www.indeed.com/viewjob?jk=e6282345b091c25d,http://www.indeed.com/job/oficial-de-almac%C3%A9n-e6282345b091c25d,Oficial de Almacén,Sapphire HR Innovations,"Bayamón, PR, US",1761177600000,fulltime,,hourly,,,USD,False,,,,,"Compañía distribuidora de productos comprometida con la excelencia y la satisfacción del cliente. Estamos en búsqueda de un Oficial de Almacén para unirse al equipo y contribuir al eficiente manejo de las operaciones de almacenamiento y distribución.

La empresa cuenta con un excelente ambiente de trabajo caracterizado por el respeto, el apoyo y la colaboración. Valoran la diversidad, la inclusión y la contribución de cada miembro del equipo.

Si eres un profesional dedicado y comprometido, que posee excelentes habilidades para tomar trabajar en equipo, ¡Este trabajo es para ti!

Posición Regular \- Tiempo Completo / Lunes a Viernes 7:00am a 4:00pm / $11\.00 por hora

**Principales tareas y responsabilidades**

* Recepción y verificación de mercancías contra órdenes de compra y facturas.
* Almacenamiento adecuado de productos para garantizar su integridad y fácil acceso.
* Preparación y empaque de pedidos para su envío, asegurando la exactitud y puntualidad de las entregas.
* Organizar y planificar la carga y descarga de camiones de manera eficiente, asegurando que los productos sean almacenados o preparados para el envío en el orden correcto, priorizando la entrega según las necesidades del cliente y la optimización de rutas.
* Mantener una comunicación efectiva con los conductores y el equipo de logística para asegurar una carga y descarga oportuna y eficiente, además de reportar cualquier incidencia o desviación del plan establecido.
* Establecer y mantener un cronograma regular de limpieza para el almacén, incluyendo áreas de almacenamiento, zonas de carga y descarga, pasillos, y áreas comunes, para garantizar un ambiente de trabajo limpio y ordenado.

**Habilidades y Competencias**

* Capacidad para trabajar de manera independiente y tomar decisiones informadas en el momento adecuado.
* Excelentes habilidades organizativas y de planificación.
* Capacidad para trabajar de manera independiente y en equipo.
* Atención al detalle para garantizar la precisión en todas las tareas.
* Habilidad para manejar múltiples tareas y priorizar eficientemente.
* Buenas habilidades de comunicación verbal y escrita.
* Competente en el uso de sistemas de gestión de inventario y software de oficina básico.

**Educación y Experiencia**

* Educación secundaria completa. Se valorará formación técnica en logística o gestión de almacenes.
* Experiencia previa en un rol similar, preferiblemente en un entorno de distribución o logística.
* Conocimiento de prácticas de seguridad en almacenes.
* Familiaridad con equipos de almacén, como montacargas y carretillas elevadoras, es un plus.

*Sapphire HR Innovations es un patrono con Igualdad de Oportunidades en el Empleo. No discrimina contra individuo alguno por razón de raza, color, etnia, nacionalidad, sexo, orientación sexual, impedimento, condición mental, condición social, política, religión, estatus militar, veterano o por edad, peinados protectores y/o textura de cabello en las oportunidades de empleo o trabajo según es requerido por las leyes y reglamentos aplicables.*

Job Type: Full\-time

Pay: $11\.00 per hour

Work Location: In person",,https://www.indeed.com/cmp/Sapphire-HR-Innovations,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/aebd1b74d243ffeec518c0d88e86a7b0,,,,,,,,,,,,2025-10-23T14:14:38.441697,indeed,,,,prácticas de seguridad en almacenes,secundario,completo,,False,,,,,,,['comunicación efectiva'],,,,,,,"['Familiaridad con equipos de almacén, como montacargas y carretillas elevadoras, es un plus.']",full_time,,2025-10-25T13:51:08.648225,1.0.0,0.371
